sku,name,brand,category,base_price,coverage_m2,desc
SA-012,Kran Angsa Meja Dapur SA-511,Grohe,sanitary & plumbing,1316823.45,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-511 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-013,Shower Column Set SA-512,Wasser,sanitary & plumbing,3892054.53,1.0,"Set pancuran air mandi tiang Wasser tipe SA-512 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-014,Kitchen Sink 2 Bak SA-513,Onda,sanitary & plumbing,286359.76,1.0,"Bak cuci piring dapur stainless steel Onda model SA-513 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-015,Jet Shower Toilet SA-514,Fiorentino,sanitary & plumbing,598746.58,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-514 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-016,Floor Drain Stainless Anti-Bau SA-515,Aer,sanitary & plumbing,2896484.91,1.0,Saringan pembuangan air lantai Aer tipe SA-515 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-017,Closet Duduk Monoblok SA-516,Toto,sanitary & plumbing,57743.46,1.0,Closet duduk satu bagian (one-piece) Toto model SA-516 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-018,Closet Jongkok Keramik SA-517,American Standard,sanitary & plumbing,2112009.6,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-517 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-019,Wastafel Gantung Porselen SA-518,Kohler,sanitary & plumbing,4769348.21,1.0,Wastafel gantung kamar mandi Kohler model SA-518 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-020,Kran Angsa Meja Dapur SA-519,Grohe,sanitary & plumbing,265495.4,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-519 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-021,Shower Column Set SA-520,Wasser,sanitary & plumbing,3749217.13,1.0,"Set pancuran air mandi tiang Wasser tipe SA-520 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-022,Kitchen Sink 2 Bak SA-521,Onda,sanitary & plumbing,1243573.33,1.0,"Bak cuci piring dapur stainless steel Onda model SA-521 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-023,Jet Shower Toilet SA-522,Fiorentino,sanitary & plumbing,269461.66,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-522 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-024,Floor Drain Stainless Anti-Bau SA-523,Aer,sanitary & plumbing,4905054.97,1.0,Saringan pembuangan air lantai Aer tipe SA-523 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-025,Closet Duduk Monoblok SA-524,Toto,sanitary & plumbing,362347.66,1.0,Closet duduk satu bagian (one-piece) Toto model SA-524 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-026,Closet Jongkok Keramik SA-525,American Standard,sanitary & plumbing,1047875.41,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-525 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-027,Wastafel Gantung Porselen SA-526,Kohler,sanitary & plumbing,4670186.35,1.0,Wastafel gantung kamar mandi Kohler model SA-526 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-028,Kran Angsa Meja Dapur SA-527,Grohe,sanitary & plumbing,231272.82,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-527 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-029,Shower Column Set SA-528,Wasser,sanitary & plumbing,4317585.73,1.0,"Set pancuran air mandi tiang Wasser tipe SA-528 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-030,Kitchen Sink 2 Bak SA-529,Onda,sanitary & plumbing,666151.29,1.0,"Bak cuci piring dapur stainless steel Onda model SA-529 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-031,Jet Shower Toilet SA-530,Fiorentino,sanitary & plumbing,3729373.14,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-530 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-032,Floor Drain Stainless Anti-Bau SA-531,Aer,sanitary & plumbing,2506205.97,1.0,Saringan pembuangan air lantai Aer tipe SA-531 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-033,Closet Duduk Monoblok SA-532,Toto,sanitary & plumbing,1370267.44,1.0,Closet duduk satu bagian (one-piece) Toto model SA-532 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-034,Closet Jongkok Keramik SA-533,American Standard,sanitary & plumbing,2181505.4,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-533 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-035,Wastafel Gantung Porselen SA-534,Kohler,sanitary & plumbing,557859.64,1.0,Wastafel gantung kamar mandi Kohler model SA-534 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-036,Kran Angsa Meja Dapur SA-535,Grohe,sanitary & plumbing,2257283.03,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-535 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-037,Shower Column Set SA-536,Wasser,sanitary & plumbing,1790157.57,1.0,"Set pancuran air mandi tiang Wasser tipe SA-536 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-038,Kitchen Sink 2 Bak SA-537,Onda,sanitary & plumbing,4990845.46,1.0,"Bak cuci piring dapur stainless steel Onda model SA-537 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-039,Jet Shower Toilet SA-538,Fiorentino,sanitary & plumbing,3372360.25,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-538 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-040,Floor Drain Stainless Anti-Bau SA-539,Aer,sanitary & plumbing,4015425.08,1.0,Saringan pembuangan air lantai Aer tipe SA-539 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-041,Closet Duduk Monoblok SA-540,Toto,sanitary & plumbing,4250913.08,1.0,Closet duduk satu bagian (one-piece) Toto model SA-540 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-042,Closet Jongkok Keramik SA-541,American Standard,sanitary & plumbing,382805.15,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-541 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-043,Wastafel Gantung Porselen SA-542,Kohler,sanitary & plumbing,4749862.2,1.0,Wastafel gantung kamar mandi Kohler model SA-542 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-044,Kran Angsa Meja Dapur SA-543,Grohe,sanitary & plumbing,4746676.47,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-543 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-045,Shower Column Set SA-544,Wasser,sanitary & plumbing,2890912.8,1.0,"Set pancuran air mandi tiang Wasser tipe SA-544 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-046,Kitchen Sink 2 Bak SA-545,Onda,sanitary & plumbing,3265325.65,1.0,"Bak cuci piring dapur stainless steel Onda model SA-545 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-047,Jet Shower Toilet SA-546,Fiorentino,sanitary & plumbing,3691590.55,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-546 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-048,Floor Drain Stainless Anti-Bau SA-547,Aer,sanitary & plumbing,632916.93,1.0,Saringan pembuangan air lantai Aer tipe SA-547 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-049,Closet Duduk Monoblok SA-548,Toto,sanitary & plumbing,4982007.31,1.0,Closet duduk satu bagian (one-piece) Toto model SA-548 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-050,Closet Jongkok Keramik SA-549,American Standard,sanitary & plumbing,657055.24,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-549 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-051,Wastafel Gantung Porselen SA-550,Kohler,sanitary & plumbing,4498461.2,1.0,Wastafel gantung kamar mandi Kohler model SA-550 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-052,Kran Angsa Meja Dapur SA-551,Grohe,sanitary & plumbing,3355806.96,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-551 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-053,Shower Column Set SA-552,Wasser,sanitary & plumbing,4264242.15,1.0,"Set pancuran air mandi tiang Wasser tipe SA-552 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-054,Kitchen Sink 2 Bak SA-553,Onda,sanitary & plumbing,1159996.0,1.0,"Bak cuci piring dapur stainless steel Onda model SA-553 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-055,Jet Shower Toilet SA-554,Fiorentino,sanitary & plumbing,3962346.65,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-554 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-056,Floor Drain Stainless Anti-Bau SA-555,Aer,sanitary & plumbing,2882773.17,1.0,Saringan pembuangan air lantai Aer tipe SA-555 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-057,Closet Duduk Monoblok SA-556,Toto,sanitary & plumbing,4427019.91,1.0,Closet duduk satu bagian (one-piece) Toto model SA-556 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-058,Closet Jongkok Keramik SA-557,American Standard,sanitary & plumbing,4997995.47,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-557 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-059,Wastafel Gantung Porselen SA-558,Kohler,sanitary & plumbing,4125530.03,1.0,Wastafel gantung kamar mandi Kohler model SA-558 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-060,Kran Angsa Meja Dapur SA-559,Grohe,sanitary & plumbing,3229576.02,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-559 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-061,Shower Column Set SA-560,Wasser,sanitary & plumbing,1755348.16,1.0,"Set pancuran air mandi tiang Wasser tipe SA-560 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-062,Kitchen Sink 2 Bak SA-561,Onda,sanitary & plumbing,2539175.74,1.0,"Bak cuci piring dapur stainless steel Onda model SA-561 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-063,Jet Shower Toilet SA-562,Fiorentino,sanitary & plumbing,807426.56,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-562 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-064,Floor Drain Stainless Anti-Bau SA-563,Aer,sanitary & plumbing,4676952.29,1.0,Saringan pembuangan air lantai Aer tipe SA-563 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-065,Closet Duduk Monoblok SA-564,Toto,sanitary & plumbing,4479883.29,1.0,Closet duduk satu bagian (one-piece) Toto model SA-564 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-066,Closet Jongkok Keramik SA-565,American Standard,sanitary & plumbing,3193532.6,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-565 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-067,Wastafel Gantung Porselen SA-566,Kohler,sanitary & plumbing,3091419.98,1.0,Wastafel gantung kamar mandi Kohler model SA-566 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-068,Kran Angsa Meja Dapur SA-567,Grohe,sanitary & plumbing,4710954.59,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-567 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-069,Shower Column Set SA-568,Wasser,sanitary & plumbing,3617132.2,1.0,"Set pancuran air mandi tiang Wasser tipe SA-568 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-070,Kitchen Sink 2 Bak SA-569,Onda,sanitary & plumbing,452053.13,1.0,"Bak cuci piring dapur stainless steel Onda model SA-569 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-071,Jet Shower Toilet SA-570,Fiorentino,sanitary & plumbing,2112104.58,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-570 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-072,Floor Drain Stainless Anti-Bau SA-571,Aer,sanitary & plumbing,1483874.7,1.0,Saringan pembuangan air lantai Aer tipe SA-571 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-073,Closet Duduk Monoblok SA-572,Toto,sanitary & plumbing,4033206.36,1.0,Closet duduk satu bagian (one-piece) Toto model SA-572 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-074,Closet Jongkok Keramik SA-573,American Standard,sanitary & plumbing,411216.48,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-573 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-075,Wastafel Gantung Porselen SA-574,Kohler,sanitary & plumbing,2107327.64,1.0,Wastafel gantung kamar mandi Kohler model SA-574 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-076,Kran Angsa Meja Dapur SA-575,Grohe,sanitary & plumbing,3052968.3,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-575 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-077,Shower Column Set SA-576,Wasser,sanitary & plumbing,4878101.93,1.0,"Set pancuran air mandi tiang Wasser tipe SA-576 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-078,Kitchen Sink 2 Bak SA-577,Onda,sanitary & plumbing,2830173.52,1.0,"Bak cuci piring dapur stainless steel Onda model SA-577 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-079,Jet Shower Toilet SA-578,Fiorentino,sanitary & plumbing,656483.45,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-578 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-080,Floor Drain Stainless Anti-Bau SA-579,Aer,sanitary & plumbing,529217.68,1.0,Saringan pembuangan air lantai Aer tipe SA-579 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-081,Closet Duduk Monoblok SA-580,Toto,sanitary & plumbing,2119766.98,1.0,Closet duduk satu bagian (one-piece) Toto model SA-580 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-082,Closet Jongkok Keramik SA-581,American Standard,sanitary & plumbing,3619585.72,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-581 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-083,Wastafel Gantung Porselen SA-582,Kohler,sanitary & plumbing,4980048.58,1.0,Wastafel gantung kamar mandi Kohler model SA-582 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-084,Kran Angsa Meja Dapur SA-583,Grohe,sanitary & plumbing,2511982.85,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-583 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-085,Shower Column Set SA-584,Wasser,sanitary & plumbing,2313291.68,1.0,"Set pancuran air mandi tiang Wasser tipe SA-584 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-086,Kitchen Sink 2 Bak SA-585,Onda,sanitary & plumbing,1796830.69,1.0,"Bak cuci piring dapur stainless steel Onda model SA-585 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-087,Jet Shower Toilet SA-586,Fiorentino,sanitary & plumbing,3007717.92,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-586 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-088,Floor Drain Stainless Anti-Bau SA-587,Aer,sanitary & plumbing,90478.16,1.0,Saringan pembuangan air lantai Aer tipe SA-587 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-089,Closet Duduk Monoblok SA-588,Toto,sanitary & plumbing,4418155.87,1.0,Closet duduk satu bagian (one-piece) Toto model SA-588 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-090,Closet Jongkok Keramik SA-589,American Standard,sanitary & plumbing,273949.85,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-589 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-091,Wastafel Gantung Porselen SA-590,Kohler,sanitary & plumbing,2788453.49,1.0,Wastafel gantung kamar mandi Kohler model SA-590 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-092,Kran Angsa Meja Dapur SA-591,Grohe,sanitary & plumbing,2279254.18,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-591 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-093,Shower Column Set SA-592,Wasser,sanitary & plumbing,4876659.94,1.0,"Set pancuran air mandi tiang Wasser tipe SA-592 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-094,Kitchen Sink 2 Bak SA-593,Onda,sanitary & plumbing,2811267.6,1.0,"Bak cuci piring dapur stainless steel Onda model SA-593 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-095,Jet Shower Toilet SA-594,Fiorentino,sanitary & plumbing,3032191.61,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-594 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-096,Floor Drain Stainless Anti-Bau SA-595,Aer,sanitary & plumbing,242624.13,1.0,Saringan pembuangan air lantai Aer tipe SA-595 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-097,Closet Duduk Monoblok SA-596,Toto,sanitary & plumbing,2312093.37,1.0,Closet duduk satu bagian (one-piece) Toto model SA-596 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-098,Closet Jongkok Keramik SA-597,American Standard,sanitary & plumbing,1626723.66,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-597 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-099,Wastafel Gantung Porselen SA-598,Kohler,sanitary & plumbing,1715048.59,1.0,Wastafel gantung kamar mandi Kohler model SA-598 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-100,Kran Angsa Meja Dapur SA-599,Grohe,sanitary & plumbing,4087956.72,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-599 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
EL-001,Lampu LED Bulb MyCare 5W,Philips,electrical & lighting,735426.07,1.0,Lampu bohlam LED hemat energi Philips daya 5W dengan teknologi EyeComfort yang nyaman di mata.
EL-002,Downlight LED Slim Round 19W,Schneider,electrical & lighting,369077.91,1.0,Lampu plafon downlight tanam bulat Schneider daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-003,Saklar Tunggal AvatarOn,Panasonic,electrical & lighting,373325.37,1.0,Saklar dinding satu geng Panasonic seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-004,Stop Kontak Arde Seri 13,Broco,electrical & lighting,47888.62,1.0,Stop kontak dinding arde pengaman anak Broco seri Seri 13 dengan material polikarbonat tahan panas tinggi.
EL-005,Kabel Listrik NYM 2x1.5,Hannochs,electrical & lighting,344752.96,1.0,Kabel instalasi listrik rumah Hannochs tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-006,Lampu Gantung Hias Minimalis DL-805,Supreme,electrical & lighting,525612.69,1.0,Lampu gantung dekoratif plafon model DL-805 cocok untuk mempercantik meja makan atau ruang tamu.
EL-007,Smart LED Bulb Wi-Fi 5W,Eterna,electrical & lighting,536687.04,1.0,Lampu bohlam pintar Eterna 5W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-008,MCB 1 Phase 16A,Philips,electrical & lighting,405970.93,1.0,Sekring pemutus arus MCB 1 phase Philips daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-009,Lampu LED Bulb MyCare 9W,Schneider,electrical & lighting,686290.02,1.0,Lampu bohlam LED hemat energi Schneider daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-010,Downlight LED Slim Round 5W,Panasonic,electrical & lighting,467305.52,1.0,Lampu plafon downlight tanam bulat Panasonic daya 5W warna cahaya putih/kuning dengan desain tipis modern.
EL-011,Saklar Tunggal AvatarOn,Broco,electrical & lighting,429612.82,1.0,Saklar dinding satu geng Broco seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-012,Stop Kontak Arde Seri 21,Hannochs,electrical & lighting,536053.18,1.0,Stop kontak dinding arde pengaman anak Hannochs seri Seri 21 dengan material polikarbonat tahan panas tinggi.
EL-013,Kabel Listrik NYM 2x1.5,Supreme,electrical & lighting,277882.3,1.0,Kabel instalasi listrik rumah Supreme tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-014,Lampu Gantung Hias Minimalis DL-813,Eterna,electrical & lighting,440770.68,1.0,Lampu gantung dekoratif plafon model DL-813 cocok untuk mempercantik meja makan atau ruang tamu.
EL-015,Smart LED Bulb Wi-Fi 9W,Philips,electrical & lighting,717091.43,1.0,Lampu bohlam pintar Philips 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-016,MCB 1 Phase 10A,Schneider,electrical & lighting,233532.0,1.0,Sekring pemutus arus MCB 1 phase Schneider daya 10A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-017,Lampu LED Bulb MyCare 9W,Panasonic,electrical & lighting,500579.74,1.0,Lampu bohlam LED hemat energi Panasonic daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-018,Downlight LED Slim Round 19W,Broco,electrical & lighting,625264.99,1.0,Lampu plafon downlight tanam bulat Broco daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-019,Saklar Tunggal AvatarOn,Hannochs,electrical & lighting,104189.27,1.0,Saklar dinding satu geng Hannochs seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-020,Stop Kontak Arde Seri 29,Supreme,electrical & lighting,510629.62,1.0,Stop kontak dinding arde pengaman anak Supreme seri Seri 29 dengan material polikarbonat tahan panas tinggi.
EL-021,Kabel Listrik NYM 2x1.5,Eterna,electrical & lighting,97643.52,1.0,Kabel instalasi listrik rumah Eterna tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-022,Lampu Gantung Hias Minimalis DL-821,Philips,electrical & lighting,518864.19,1.0,Lampu gantung dekoratif plafon model DL-821 cocok untuk mempercantik meja makan atau ruang tamu.
EL-023,Smart LED Bulb Wi-Fi 9W,Schneider,electrical & lighting,733985.27,1.0,Lampu bohlam pintar Schneider 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-024,MCB 1 Phase 16A,Panasonic,electrical & lighting,371150.18,1.0,Sekring pemutus arus MCB 1 phase Panasonic daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-025,Lampu LED Bulb MyCare 5W,Broco,electrical & lighting,231926.12,1.0,Lampu bohlam LED hemat energi Broco daya 5W dengan teknologi EyeComfort yang nyaman di mata.
EL-026,Downlight LED Slim Round 12W,Hannochs,electrical & lighting,193359.64,1.0,Lampu plafon downlight tanam bulat Hannochs daya 12W warna cahaya putih/kuning dengan desain tipis modern.
EL-027,Saklar Tunggal AvatarOn,Supreme,electrical & lighting,664627.61,1.0,Saklar dinding satu geng Supreme seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-028,Stop Kontak Arde Seri 37,Eterna,electrical & lighting,596271.46,1.0,Stop kontak dinding arde pengaman anak Eterna seri Seri 37 dengan material polikarbonat tahan panas tinggi.
EL-029,Kabel Listrik NYM 2x1.5,Philips,electrical & lighting,31718.7,1.0,Kabel instalasi listrik rumah Philips tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-030,Lampu Gantung Hias Minimalis DL-829,Schneider,electrical & lighting,354403.08,1.0,Lampu gantung dekoratif plafon model DL-829 cocok untuk mempercantik meja makan atau ruang tamu.
EL-031,Smart LED Bulb Wi-Fi 5W,Panasonic,electrical & lighting,364315.06,1.0,Lampu bohlam pintar Panasonic 5W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-032,MCB 1 Phase 16A,Broco,electrical & lighting,142808.34,1.0,Sekring pemutus arus MCB 1 phase Broco daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-033,Lampu LED Bulb MyCare 9W,Hannochs,electrical & lighting,35211.04,1.0,Lampu bohlam LED hemat energi Hannochs daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-034,Downlight LED Slim Round 5W,Supreme,electrical & lighting,513940.83,1.0,Lampu plafon downlight tanam bulat Supreme daya 5W warna cahaya putih/kuning dengan desain tipis modern.
EL-035,Saklar Tunggal AvatarOn,Eterna,electrical & lighting,645706.22,1.0,Saklar dinding satu geng Eterna seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-036,Stop Kontak Arde Seri 45,Philips,electrical & lighting,262746.83,1.0,Stop kontak dinding arde pengaman anak Philips seri Seri 45 dengan material polikarbonat tahan panas tinggi.
EL-037,Kabel Listrik NYM 2x1.5,Schneider,electrical & lighting,736721.76,1.0,Kabel instalasi listrik rumah Schneider tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-038,Lampu Gantung Hias Minimalis DL-837,Panasonic,electrical & lighting,29951.84,1.0,Lampu gantung dekoratif plafon model DL-837 cocok untuk mempercantik meja makan atau ruang tamu.
EL-039,Smart LED Bulb Wi-Fi 9W,Broco,electrical & lighting,571473.57,1.0,Lampu bohlam pintar Broco 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-040,MCB 1 Phase 10A,Hannochs,electrical & lighting,549089.83,1.0,Sekring pemutus arus MCB 1 phase Hannochs daya 10A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-041,Lampu LED Bulb MyCare 9W,Supreme,electrical & lighting,527257.23,1.0,Lampu bohlam LED hemat energi Supreme daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-042,Downlight LED Slim Round 19W,Eterna,electrical & lighting,247434.6,1.0,Lampu plafon downlight tanam bulat Eterna daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-043,Saklar Tunggal AvatarOn,Philips,electrical & lighting,488065.71,1.0,Saklar dinding satu geng Philips seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-044,Stop Kontak Arde Seri 53,Schneider,electrical & lighting,185115.7,1.0,Stop kontak dinding arde pengaman anak Schneider seri Seri 53 dengan material polikarbonat tahan panas tinggi.
EL-045,Kabel Listrik NYM 2x1.5,Panasonic,electrical & lighting,354859.54,1.0,Kabel instalasi listrik rumah Panasonic tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-046,Lampu Gantung Hias Minimalis DL-845,Broco,electrical & lighting,686777.74,1.0,Lampu gantung dekoratif plafon model DL-845 cocok untuk mempercantik meja makan atau ruang tamu.
EL-047,Smart LED Bulb Wi-Fi 9W,Hannochs,electrical & lighting,658022.92,1.0,Lampu bohlam pintar Hannochs 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-048,MCB 1 Phase 16A,Supreme,electrical & lighting,535230.44,1.0,Sekring pemutus arus MCB 1 phase Supreme daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-049,Lampu LED Bulb MyCare 5W,Eterna,electrical & lighting,625861.19,1.0,Lampu bohlam LED hemat energi Eterna daya 5W dengan teknologi EyeComfort yang nyaman di mata.
EL-050,Downlight LED Slim Round 19W,Philips,electrical & lighting,262885.29,1.0,Lampu plafon downlight tanam bulat Philips daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-051,Saklar Tunggal AvatarOn,Schneider,electrical & lighting,544765.53,1.0,Saklar dinding satu geng Schneider seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
